vehicle_age,seller_type,fuel_type,transmission_type,mileage,engine,max_power,selling_price
5,Dealer,Diesel,Manual,26.0,1498,98.6,825000
3,Dealer,Diesel,Manual,17.6,2179,153.86,1198000
5,Individual,Petrol,Manual,18.6,1197,81.83,530000
5,Individual,Diesel,Manual,25.2,1248,74.0,630000
4,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,625000
8,Individual,Diesel,Manual,19.01,1461,108.45,300000
4,Dealer,Petrol,Automatic,18.5,1197,83.14,699000
10,Dealer,Petrol,Manual,17.0,1497,118.0,455000
7,Dealer,Petrol,Automatic,23.1,998,67.04,465000
12,Individual,Petrol,Manual,16.1,1298,88.2,320000
8,Individual,Diesel,Manual,23.4,1248,74.0,350000
3,Dealer,CNG,Manual,33.44,796,40.3,300000
7,Dealer,Diesel,Manual,21.14,1498,103.6,525000
4,Dealer,Petrol,Manual,20.73,1373,91.1,690000
8,Dealer,Diesel,Manual,20.34,1498,103.2,525000
3,Dealer,Diesel,Manual,20.14,1498,88.8,775000
2,Trustmark Dealer,Diesel,Manual,24.3,1248,88.5,875000
5,Dealer,Petrol,Manual,11.4,1998,130.1,1450000
6,Dealer,Diesel,Manual,12.99,2494,100.6,1125000
9,Dealer,Diesel,Manual,22.9,1248,74.0,440000
8,Dealer,Petrol,Manual,16.8,1497,116.3,445000
7,Dealer,Diesel,Manual,20.77,1248,88.8,750000
6,Individual,Petrol,Manual,23.95,998,67.05,260000
4,Dealer,Petrol,Automatic,18.2,1199,88.7,725000
14,Dealer,Petrol,Automatic,7.81,5461,362.9,1285000
2,Individual,Petrol,Manual,21.56,1462,103.25,950000
5,Dealer,Diesel,Automatic,17.01,1582,126.2,1175000
4,Dealer,Petrol,Automatic,18.4,1498,119.3,1145000
2,Dealer,Petrol,Automatic,21.79,998,67.05,545000
12,Dealer,Diesel,Manual,17.8,1248,75.0,275000
10,Individual,Diesel,Manual,16.2,1493,110.0,325000
6,Dealer,Diesel,Manual,23.0,1396,90.0,625000
1,Individual,Diesel,Manual,16.5,1493,62.0,800000
5,Dealer,Petrol,Automatic,15.63,1499,110.4,649000
7,Dealer,Diesel,Manual,20.0,1399,68.05,460000
10,Dealer,Diesel,Manual,19.3,1248,73.9,340000
5,Individual,Diesel,Manual,24.52,1248,88.5,700000
6,Dealer,Petrol,Automatic,15.63,1499,110.4,785000
9,Individual,Diesel,Manual,20.54,1598,103.6,450000
2,Individual,Diesel,Manual,26.1,1498,99.23,700000
9,Individual,Diesel,Manual,20.5,1598,103.5,450000
9,Dealer,Diesel,Automatic,17.11,1968,174.33,1400000
3,Dealer,Petrol,Automatic,17.8,1496,105.5,950000
10,Dealer,Petrol,Manual,20.92,998,67.1,265000
14,Dealer,Petrol,Manual,17.7,1497,78.0,110000
10,Dealer,Petrol,Automatic,11.74,1796,186.0,650000
4,Dealer,Petrol,Manual,21.4,1197,83.1,595000
5,Dealer,Petrol,Manual,18.5,1197,80.0,485000
13,Dealer,Petrol,Manual,17.92,1086,62.1,235000
5,Individual,Diesel,Manual,26.0,1498,98.6,630000
7,Dealer,Diesel,Manual,12.99,2494,100.6,800000
3,Dealer,Petrol,Manual,23.84,1199,84.0,475000
4,Dealer,Diesel,Manual,27.39,1248,74.0,725000
3,Dealer,CNG,Manual,33.44,796,40.3,360000
6,Individual,Diesel,Manual,21.19,1396,88.73,600000
5,Dealer,Diesel,Manual,27.3,1498,98.6,630000
6,Dealer,Petrol,Manual,18.9,1197,82.0,475000
5,Dealer,Petrol,Manual,25.17,799,53.3,225000
7,Dealer,Petrol,Automatic,12.1,2362,164.7,1100000
11,Dealer,Petrol,Automatic,13.7,1798,157.75,449000
2,Dealer,Petrol,Manual,22.0,1197,81.8,645000
2,Dealer,Diesel,Manual,22.77,1498,98.59,1090000
8,Individual,Diesel,Manual,23.4,1248,74.0,550000
5,Individual,Diesel,Manual,16.0,2179,140.0,960000
5,Individual,Diesel,Manual,19.67,1582,126.2,875000
8,Dealer,Diesel,Manual,20.77,1248,88.76,585000
7,Dealer,Petrol,Automatic,18.0,1497,117.3,675000
3,Individual,Diesel,Manual,13.68,2393,147.8,2150000
2,Dealer,Petrol,Automatic,20.89,1197,81.8,625000
3,Dealer,Petrol,Manual,18.6,1197,81.83,690000
5,Individual,Diesel,Manual,21.14,1498,103.52,600000
5,Dealer,Diesel,Manual,28.09,1248,88.5,560000
4,Individual,Diesel,Manual,27.39,1248,74.0,625000
4,Individual,Petrol,Automatic,17.21,1197,103.5,700000
11,Dealer,Petrol,Manual,16.47,1198,73.9,395000
3,Individual,Diesel,Automatic,28.4,1248,74.02,700000
8,Dealer,Diesel,Manual,12.99,2494,100.0,850000
5,Individual,Petrol,Manual,17.19,1197,81.86,700000
2,Dealer,Diesel,Automatic,13.68,2393,147.51,1835000
9,Dealer,Petrol,Manual,18.9,998,67.1,276000
6,Dealer,Diesel,Automatic,12.55,2982,168.5,1875000
3,Individual,Diesel,Manual,28.09,1248,88.5,800000
3,Individual,Petrol,Manual,23.1,998,67.04,316000
3,Individual,Petrol,Automatic,21.21,1197,81.8,760000
5,Individual,Petrol,Manual,25.17,799,53.3,299000
7,Dealer,Petrol,Automatic,18.9,1197,82.0,440000
1,Individual,Petrol,Manual,20.35,1197,81.86,660000
13,Individual,Petrol,Manual,17.7,1497,78.0,130000
2,Dealer,Petrol,Automatic,16.5,1799,139.46,2100000
12,Individual,Diesel,Manual,19.3,1248,73.9,250000
5,Individual,Petrol,Manual,25.17,799,53.3,360000
7,Dealer,Diesel,Manual,26.0,1498,98.6,475000
6,Dealer,Petrol,Manual,21.21,1197,81.8,462000
6,Dealer,Petrol,Manual,16.8,1497,116.3,555000
7,Dealer,Diesel,Manual,21.9,1396,88.76,500000
7,Individual,Diesel,Manual,12.99,2494,100.6,690000
4,Dealer,Petrol,Automatic,18.19,1197,103.2,850000
4,Dealer,Diesel,Automatic,19.27,2143,167.62,3350000
8,Dealer,Diesel,Manual,22.7,1498,89.84,425000
7,Dealer,Diesel,Automatic,16.09,1995,184.0,2195000
7,Individual,Diesel,Manual,15.1,2179,140.0,850000
4,Dealer,Diesel,Manual,24.3,1248,88.5,800000
6,Individual,Diesel,Manual,26.59,1248,74.0,575000
6,Dealer,Diesel,Manual,26.59,1248,74.0,685000
7,Dealer,Diesel,Automatic,18.88,1995,184.0,2145000
5,Individual,Diesel,Manual,19.67,1582,126.2,1000000
3,Dealer,Petrol,Automatic,12.95,1999,152.88,1785000
6,Dealer,Petrol,Automatic,17.21,1197,103.6,650000
4,Individual,Diesel,Manual,22.54,1396,88.73,650000
6,Individual,Petrol,Manual,16.2,1199,74.0,600000
6,Dealer,Petrol,Manual,17.1,1591,121.3,649000
4,Individual,Diesel,Manual,28.09,1248,88.5,780000
6,Individual,Petrol,Manual,20.85,1197,83.14,450000
3,Individual,Diesel,Manual,28.09,1248,88.5,850000
9,Dealer,Diesel,Automatic,17.05,1995,184.0,1195000
8,Dealer,Diesel,Manual,25.8,1498,98.6,470000
6,Individual,Petrol,Manual,23.95,998,67.05,260000
4,Dealer,Petrol,Manual,25.17,799,53.3,345000
2,Individual,Petrol,Manual,15.37,1196,73.0,420000
2,Individual,Petrol,Manual,19.34,1462,103.0,940000
3,Dealer,Petrol,Manual,18.7,1199,88.7,655000
5,Dealer,Petrol,Automatic,13.0,1591,121.3,1075000
4,Dealer,Diesel,Manual,24.3,1248,88.5,810000
8,Dealer,Petrol,Manual,17.1,1591,121.3,450000
7,Dealer,Diesel,Automatic,21.66,1498,103.52,560000
4,Dealer,Diesel,Manual,24.52,1248,88.5,925000
9,Dealer,Diesel,Manual,20.5,1598,103.5,248000
3,Individual,Petrol,Manual,18.9,1197,81.86,582000
6,Individual,Petrol,Manual,20.85,1197,83.14,440000
10,Dealer,Diesel,Manual,16.2,1493,110.0,450000
4,Individual,Diesel,Manual,14.24,2755,174.5,2800000
6,Dealer,CNG,Manual,31.79,998,58.2,435000
11,Individual,Diesel,Manual,13.6,2523,63.0,260000
2,Dealer,Diesel,Automatic,22.48,1995,187.74,4900000
5,Dealer,Diesel,Automatic,21.76,1995,188.0,2700000
7,Dealer,Petrol,Manual,12.3,1796,185.0,1650000
5,Dealer,Diesel,Manual,20.14,1498,88.0,475000
8,Dealer,Diesel,Manual,12.99,2494,100.0,980000
4,Dealer,Petrol,Manual,18.6,1197,81.83,576000
5,Dealer,Petrol,Manual,16.2,1199,74.0,535000
4,Dealer,Diesel,Automatic,28.4,1248,74.0,675000
5,Individual,Petrol,Manual,23.95,998,67.05,300000
3,Individual,Diesel,Manual,24.3,1248,88.5,950000
8,Dealer,Petrol,Manual,16.1,1197,85.0,390000
13,Individual,Petrol,Manual,13.5,1799,130.0,235000
6,Dealer,Diesel,Automatic,14.21,2143,203.0,2400000
9,Dealer,Diesel,Manual,16.0,2179,140.0,599000
11,Dealer,Petrol,Manual,18.9,998,67.1,250000
13,Individual,Petrol,Manual,19.7,796,46.3,100000
4,Dealer,Petrol,Manual,25.17,799,53.3,290000
8,Individual,Petrol,Manual,20.92,998,67.1,230000
3,Individual,Diesel,Manual,15.96,2523,63.0,750000
4,Dealer,Petrol,Manual,23.84,1199,84.0,499000
3,Trustmark Dealer,Petrol,Manual,23.95,998,67.05,360000
8,Dealer,Petrol,Manual,17.1,1591,121.3,550000
4,Dealer,Petrol,Manual,15.9,1496,120.69,725000
12,Individual,Petrol,Manual,19.7,796,46.3,115000
3,Dealer,Diesel,Manual,24.52,1248,88.5,960000
13,Dealer,Petrol,Manual,20.36,1197,78.9,125000
3,Dealer,Petrol,Manual,18.7,1199,88.7,635000
11,Dealer,Petrol,Manual,23.95,998,67.05,210000
4,Dealer,Petrol,Automatic,15.1,1798,177.0,1780000
4,Dealer,Diesel,Automatic,12.07,2967,241.4,6350000
6,Dealer,Petrol,Automatic,17.21,1197,103.6,690000
6,Individual,Diesel,Manual,26.59,1248,74.0,700000
9,Individual,Petrol,Manual,19.81,1086,68.05,350000
5,Dealer,Diesel,Manual,23.4,1248,74.0,580000
5,Individual,Diesel,Manual,24.3,1248,88.5,950000
4,Dealer,Petrol,Automatic,21.21,1197,81.8,550000
5,Individual,Diesel,Manual,26.59,1248,74.0,570000
3,Dealer,Petrol,Automatic,15.1,1798,178.0,2190000
8,Individual,Petrol,Manual,17.1,1591,121.3,550000
4,Individual,Petrol,Manual,23.95,998,67.05,310000
2,Individual,Petrol,Manual,20.3,1086,68.0,420000
4,Dealer,Diesel,Manual,15.4,2179,120.0,1269000
6,Dealer,Diesel,Automatic,21.21,1498,103.2,625000
7,Individual,Petrol,Automatic,23.1,998,67.04,298000
7,Dealer,Petrol,Manual,16.47,1198,74.0,450000
8,Dealer,Diesel,Manual,19.01,1461,108.45,625000
13,Individual,Petrol,Manual,19.7,796,46.3,110000
4,Individual,Diesel,Manual,25.2,1248,74.0,630000
4,Dealer,Diesel,Manual,16.5,1493,70.0,515000
1,Dealer,Diesel,Automatic,24.3,1248,88.5,1125000
2,Dealer,Petrol,Manual,17.5,1199,88.7,799000
12,Dealer,Diesel,Manual,12.05,2179,120.0,525000
4,Individual,Diesel,Manual,22.54,1396,88.73,600000
6,Dealer,Diesel,Manual,20.14,1498,88.8,575000
10,Dealer,Petrol,Manual,17.0,1497,118.0,350000
8,Individual,Diesel,Manual,22.9,1248,74.0,445000
9,Dealer,Petrol,Automatic,14.3,1598,103.52,525000
9,Dealer,Diesel,Automatic,15.8,2143,170.0,1125000
3,Dealer,Diesel,Automatic,22.0,1582,126.2,1200000
7,Dealer,Diesel,Manual,15.1,2179,140.0,700000
2,Individual,Petrol,Manual,23.1,998,67.04,510000
9,Dealer,Diesel,Manual,22.9,1248,74.0,385000
3,Individual,Petrol,Manual,20.51,998,67.04,460000
8,Dealer,Diesel,Manual,14.0,2523,75.0,519000
4,Dealer,CNG,Manual,33.44,796,40.3,300000
8,Individual,Diesel,Manual,15.96,2523,62.1,420000
9,Individual,Diesel,Manual,23.4,1248,74.0,350000
10,Individual,Diesel,Manual,22.9,1248,74.0,255000
6,Dealer,Diesel,Automatic,16.36,2179,187.7,2790000
1,Dealer,Diesel,Manual,19.3,1248,73.9,350000
4,Dealer,Diesel,Manual,24.3,1248,88.5,885000
2,Individual,Diesel,Manual,23.7,1396,88.7,1050000
9,Dealer,Diesel,Manual,20.54,1598,103.6,375000
2,Individual,Petrol,Automatic,16.8,1353,138.0,1750000
3,Individual,Petrol,Manual,17.0,1591,121.3,1150000
3,Dealer,Petrol,Manual,17.4,1497,117.3,900000
6,Individual,Diesel,Manual,25.2,1248,74.0,590000
4,Dealer,Diesel,Manual,13.68,2393,147.51,1650000
3,Dealer,Petrol,Manual,18.9,1197,81.86,499000
5,Individual,Diesel,Manual,13.68,2393,147.8,1750000
8,Dealer,Petrol,Manual,20.36,1197,78.9,395000
3,Dealer,Diesel,Automatic,17.6,2179,153.86,1400000
3,Dealer,Petrol,Manual,16.02,1373,93.7,825000
4,Dealer,Petrol,Manual,25.17,799,53.3,298000
8,Dealer,Diesel,Automatic,18.12,1995,190.0,1745000
4,Individual,Petrol,Automatic,23.1,998,67.04,410000
9,Dealer,Petrol,Manual,18.78,999,75.0,319000
6,Individual,Diesel,Manual,20.77,1248,88.76,616000
3,Dealer,Diesel,Manual,21.7,1498,98.96,1025000
8,Dealer,Diesel,Manual,20.0,1399,68.05,375000
15,Individual,Petrol,Manual,19.7,796,46.3,65000
6,Dealer,Diesel,Manual,12.99,2494,100.0,1250000
6,Dealer,Petrol,Manual,21.21,1197,81.8,450000
6,Individual,Diesel,Manual,15.96,2523,62.1,635000
3,Dealer,Diesel,Manual,13.68,2393,147.51,1799000
5,Dealer,Petrol,Manual,21.79,998,67.05,450000
4,Dealer,Diesel,Automatic,18.12,1995,190.0,2999000
4,Individual,Petrol,Automatic,19.0,1199,88.7,725000
3,Dealer,Diesel,Automatic,17.6,2179,153.86,1400000
7,Individual,Petrol,Manual,19.0,1197,85.8,191000
4,Individual,Petrol,Automatic,24.04,999,67.0,380000
8,Dealer,Petrol,Automatic,16.95,1197,78.9,374000
3,Dealer,Petrol,Automatic,14.8,1497,121.36,1075000
10,Dealer,Diesel,Manual,12.05,2179,120.0,525000
2,Dealer,Petrol,Automatic,14.8,1497,121.36,1125000
6,Dealer,Petrol,Manual,22.74,796,47.3,285000
7,Dealer,CNG,Manual,22.8,1373,80.9,651000
7,Individual,Diesel,Manual,25.2,1248,74.0,365000
7,Dealer,Petrol,Automatic,17.21,1197,103.6,525000
6,Dealer,Petrol,Manual,17.0,1497,118.0,785000
4,Individual,Diesel,Manual,25.2,1248,74.0,600000
7,Individual,Petrol,Manual,18.9,1197,82.0,360000
6,Dealer,Petrol,Manual,20.4,1197,81.8,510000
3,Individual,Diesel,Manual,21.5,1497,108.5,1000000
11,Individual,Petrol,Manual,14.8,1799,130.2,215000
5,Dealer,Diesel,Manual,25.2,1248,74.0,570000
3,Individual,Diesel,Manual,22.0,1582,126.2,960000
4,Individual,Petrol,Manual,23.84,1199,84.0,425000
6,Dealer,Diesel,Manual,26.0,1498,98.6,625000
8,Dealer,Petrol,Automatic,13.1,1997,141.1,890000
13,Dealer,Petrol,Automatic,12.9,1799,130.0,290000
9,Dealer,Diesel,Automatic,16.73,2993,218.0,1675000
4,Dealer,Petrol,Manual,16.2,1199,74.0,675000
3,Dealer,Diesel,Manual,27.39,1248,74.0,760000
7,Individual,Petrol,Manual,22.74,796,47.3,200000
4,Dealer,Diesel,Manual,27.28,1047,69.0,400000
1,Individual,Diesel,Manual,26.32,1498,93.87,900000
5,Dealer,Petrol,Automatic,17.84,1395,147.51,1890000
2,Individual,Petrol,Manual,18.6,1197,81.86,600000
4,Dealer,Diesel,Manual,28.4,1248,74.02,395000
2,Individual,Petrol,Automatic,14.84,1598,103.2,950000
8,Dealer,Diesel,Automatic,19.27,2143,170.0,1175000
11,Dealer,Petrol,Manual,17.0,1497,118.0,340000
9,Individual,Diesel,Automatic,18.48,1995,177.0,1600000
4,Individual,Petrol,Manual,18.6,1197,81.83,585000
11,Individual,Petrol,Manual,20.36,1197,78.9,220000
3,Individual,Diesel,Manual,17.3,1497,121.0,1150000
3,Dealer,Diesel,Automatic,24.3,1248,88.5,950000
8,Dealer,Diesel,Automatic,18.88,1995,184.0,1095000
7,Dealer,Petrol,Manual,19.81,1086,68.05,425000
7,Dealer,Diesel,Manual,19.01,1461,108.45,635000
5,Dealer,Diesel,Manual,27.62,793,47.0,499000
2,Individual,Petrol,Manual,21.21,1197,81.8,500000
6,Dealer,Diesel,Automatic,19.3,1968,141.0,1000000
8,Dealer,Petrol,Automatic,15.5,1198,86.7,500000
3,Dealer,Petrol,Manual,17.7,1497,113.42,1150000
4,Individual,Petrol,Manual,17.5,1199,88.7,700000
7,Individual,Diesel,Manual,23.4,1248,74.0,550000
4,Dealer,Petrol,Manual,13.0,1591,121.3,930000
2,Dealer,Petrol,Automatic,17.21,1197,103.5,975000
6,Individual,Diesel,Manual,26.21,1248,88.5,800000
4,Individual,Diesel,Manual,13.68,2393,147.8,2025000
5,Dealer,Diesel,Manual,24.3,1248,88.5,780000
11,Dealer,Petrol,Manual,18.9,998,67.1,110000
10,Dealer,Diesel,Manual,22.32,1582,126.3,390000
9,Dealer,Diesel,Manual,12.8,2494,102.0,749000
7,Individual,Diesel,Manual,20.14,1498,88.8,400000
7,Individual,Diesel,Manual,15.96,2523,62.1,600000
4,Dealer,Petrol,Manual,18.6,1197,81.83,750000
8,Individual,Diesel,Manual,15.96,2523,62.1,390000
5,Individual,Diesel,Manual,26.59,1248,74.0,530000
9,Individual,Diesel,Manual,22.9,1248,74.0,360000
6,Individual,Diesel,Manual,25.1,1498,98.6,690000
6,Dealer,Diesel,Manual,21.19,1396,88.73,675000
5,Individual,Petrol,Manual,19.81,1086,68.05,350000
11,Dealer,Petrol,Manual,18.5,1197,80.0,375000
2,Individual,Petrol,Manual,21.21,1197,81.8,600000
9,Dealer,Diesel,Automatic,16.07,1995,181.0,995000
6,Individual,Petrol,Automatic,18.0,1497,117.3,800000
2,Dealer,Petrol,Automatic,18.15,998,118.35,1199000
5,Individual,Diesel,Manual,16.0,2179,140.0,1135000
8,Dealer,Petrol,Manual,16.09,1598,103.2,590000
9,Dealer,Diesel,Automatic,13.5,2987,254.79,2450000
3,Individual,Petrol,Manual,17.0,1497,121.31,860000
4,Dealer,Petrol,Automatic,23.1,998,67.04,475000
8,Individual,Petrol,Manual,15.04,1598,103.6,350000
3,Individual,Diesel,Manual,24.3,1248,88.5,950000
3,Individual,Diesel,Manual,19.67,1582,126.2,1200000
4,Dealer,Diesel,Manual,16.0,1997,140.0,1285000
8,Individual,Diesel,Manual,14.0,2179,138.1,500000
4,Individual,Petrol,Manual,21.4,1197,83.1,790000
4,Dealer,Petrol,Automatic,19.12,1373,91.1,710000
3,Dealer,Petrol,Manual,17.0,1497,121.31,945000
5,Dealer,Petrol,Manual,17.01,1591,121.3,725000
3,Individual,Petrol,Manual,18.9,1197,81.86,450000
2,Individual,Petrol,Manual,20.3,1086,68.0,460000
11,Individual,Petrol,Automatic,16.8,1497,118.0,600000
4,Dealer,Diesel,Automatic,28.4,1248,74.02,750000
3,Dealer,Petrol,Automatic,18.9,1197,81.86,649000
6,Dealer,Diesel,Manual,23.9,1582,126.2,625000
8,Individual,Diesel,Manual,20.5,1598,103.6,400000
6,Dealer,Diesel,Manual,20.0,1399,68.05,445000
10,Individual,Diesel,Manual,20.54,1598,103.6,200000
9,Individual,Diesel,Manual,23.0,1396,90.0,450000
6,Individual,Diesel,Manual,15.4,1997,120.0,900000
4,Dealer,Petrol,Manual,23.01,999,67.0,385000
8,Dealer,Diesel,Manual,20.0,1399,68.0,345000
3,Trustmark Dealer,CNG,Manual,33.44,796,40.3,299000
1,Individual,Petrol,Automatic,19.65,1197,86.8,700000
6,Individual,Petrol,Manual,20.85,1197,83.14,530000
11,Dealer,Petrol,Manual,19.81,1086,68.05,185000
3,Individual,Petrol,Manual,22.0,1197,81.8,580000
3,Dealer,Petrol,Manual,23.84,1199,84.0,545000
6,Dealer,Diesel,Automatic,19.27,2143,170.0,2399000
5,Dealer,Petrol,Automatic,18.8,3456,259.0,8000000
5,Individual,Diesel,Manual,22.54,1396,88.73,700000
6,Individual,Diesel,Manual,12.99,2494,100.6,1400000
11,Individual,Petrol,Manual,19.7,796,46.3,135000
9,Individual,Petrol,Manual,20.92,998,67.1,230000
15,Dealer,Petrol,Manual,19.7,796,46.3,175000
8,Dealer,Diesel,Manual,15.1,2179,140.0,825000
7,Individual,Diesel,Manual,24.0,1120,70.0,320000
4,Individual,Petrol,Automatic,21.21,1197,81.8,750000
3,Dealer,Petrol,Automatic,22.5,999,67.0,270000
3,Individual,Diesel,Automatic,22.0,1582,126.2,1200000
5,Dealer,Diesel,Manual,16.55,2498,105.0,825000
6,Dealer,Diesel,Manual,25.8,1498,98.6,395000
7,Dealer,Diesel,Manual,22.7,1498,89.84,425000
3,Individual,Diesel,Manual,16.55,2498,105.0,850000
2,Dealer,Petrol,Manual,18.0,1198,86.7,650000
6,Dealer,CNG,Manual,22.8,1373,80.9,625000
7,Dealer,Diesel,Manual,25.6,1498,97.9,591000
1,Dealer,Diesel,Automatic,12.9,2755,174.5,3650000
4,Dealer,Diesel,Manual,16.0,2179,140.0,1250000
7,Individual,Diesel,Manual,19.01,1461,108.45,550000
15,Individual,Petrol,Manual,19.7,796,46.3,100000
2,Dealer,Diesel,Manual,13.68,2393,147.51,2200000
7,Dealer,Diesel,Manual,20.0,1399,68.05,285000
10,Dealer,Diesel,Manual,21.9,1396,90.0,420000
4,Dealer,Petrol,Automatic,18.0,1497,117.3,940000
3,Dealer,Diesel,Manual,16.55,2498,105.0,900000
9,Individual,Diesel,Manual,28.4,1248,74.02,360000
4,Dealer,Diesel,Manual,28.09,1248,88.5,745000
4,Dealer,Petrol,Manual,17.8,1198,86.7,475000
2,Dealer,Petrol,Manual,18.7,1199,88.7,825000
3,Dealer,Diesel,Manual,27.3,1498,98.6,1010000
10,Individual,Diesel,Automatic,14.49,2993,258.0,1950000
7,Dealer,Petrol,Automatic,23.1,998,67.04,449000
4,Dealer,Diesel,Automatic,22.48,1995,187.74,3100000
8,Dealer,Diesel,Automatic,18.12,1995,190.0,2600000
6,Dealer,Diesel,Manual,12.8,2494,102.0,1150000
5,Dealer,Diesel,Manual,24.3,1248,88.5,725000
5,Dealer,Petrol,Automatic,17.21,1197,103.5,699000
3,Dealer,Petrol,Manual,14.59,1999,149.92,1125000
6,Individual,Diesel,Manual,15.4,2523,75.0,800000
6,Dealer,Diesel,Manual,12.99,2494,100.0,1179000
3,Dealer,Petrol,Manual,17.4,1497,117.6,849000
5,Dealer,Diesel,Manual,27.3,1498,98.6,450000
4,Individual,Petrol,Manual,18.6,1197,81.83,600000
3,Individual,Diesel,Manual,22.54,1396,88.76,650000
5,Dealer,Diesel,Automatic,18.88,1995,184.0,2025000
9,Dealer,Petrol,Manual,18.9,998,67.1,290000
11,Individual,Petrol,Manual,19.7,796,46.3,180000
2,Individual,Petrol,Manual,20.3,1086,68.0,500000
10,Dealer,Diesel,Manual,13.6,2523,63.0,378000
10,Dealer,Petrol,Automatic,11.74,1796,186.0,850000
9,Individual,Diesel,Manual,22.7,1582,126.24,950000
5,Dealer,Diesel,Manual,21.7,1498,98.96,590000
2,Dealer,Diesel,Manual,20.14,1498,88.5,850000
5,Dealer,Petrol,Manual,18.15,1198,82.0,450000
6,Individual,Diesel,Manual,22.77,1498,98.59,800000
3,Dealer,Diesel,Automatic,11.36,2755,171.5,1950000
7,Dealer,Petrol,Manual,20.36,1197,78.9,300000
6,Dealer,Petrol,Manual,18.9,1197,82.0,495000
7,Individual,Petrol,Manual,18.9,1197,82.0,500000
3,Individual,Petrol,Automatic,22.0,1197,81.8,620000
7,Individual,Petrol,Manual,23.95,998,67.05,270000
6,Dealer,Diesel,Manual,24.52,1248,88.5,800000
6,Dealer,Diesel,Manual,28.4,1248,74.0,585000
5,Dealer,Diesel,Automatic,22.7,1582,126.2,935000
2,Individual,Petrol,Manual,21.21,1197,81.8,630000
7,Individual,Diesel,Manual,23.4,1248,74.0,560000
9,Dealer,Diesel,Manual,15.1,2179,140.0,825000
8,Dealer,Petrol,Manual,17.0,1497,118.0,500000
9,Dealer,Diesel,Automatic,17.68,1968,174.33,1850000
5,Dealer,Diesel,Manual,26.21,1248,88.5,625000
8,Dealer,Petrol,Manual,19.81,1086,68.05,270000
6,Trustmark Dealer,Petrol,Manual,20.85,1197,83.14,585000
7,Individual,Diesel,Manual,22.54,1396,88.73,460000
5,Dealer,Diesel,Manual,24.52,1248,88.5,750000
4,Individual,Petrol,Manual,18.6,1197,81.83,550000
8,Dealer,Diesel,Manual,22.27,1498,108.6,390000
6,Dealer,Petrol,Automatic,15.74,1591,121.3,700000
6,Dealer,Diesel,Automatic,16.6,1998,112.0,1875000
6,Dealer,Petrol,Automatic,23.1,998,67.04,435000
12,Dealer,Petrol,Manual,17.0,1197,80.0,275000
10,Dealer,Diesel,Automatic,14.21,2143,203.0,1045000
1,Individual,Petrol,Manual,16.11,1196,72.42,410000
9,Dealer,Diesel,Manual,22.54,1396,88.73,435000
4,Dealer,Diesel,Automatic,11.36,2755,171.5,1995000
3,Dealer,Petrol,Manual,17.4,1497,117.6,1200000
6,Dealer,Diesel,Automatic,16.36,2179,187.7,2850000
4,Dealer,Petrol,Manual,13.0,1591,121.3,1140000
3,Dealer,Diesel,Automatic,23.8,1498,78.9,895000
4,Dealer,Petrol,Automatic,23.84,1199,83.83,525000
3,Dealer,Petrol,Automatic,17.21,1197,103.6,972000
8,Dealer,Diesel,Manual,20.54,1598,103.6,385000
3,Individual,Petrol,Manual,18.9,1197,81.86,490000
7,Dealer,Diesel,Manual,26.0,1498,98.6,580000
11,Dealer,Petrol,Manual,17.0,1497,118.0,325000
9,Dealer,Diesel,Manual,20.5,1598,103.5,375000
2,Individual,Diesel,Manual,17.0,1956,138.1,1500000
5,Dealer,Petrol,Automatic,14.8,1591,121.3,1050000
13,Dealer,Petrol,Manual,19.81,1086,68.05,260000
4,Individual,Petrol,Manual,17.19,1197,81.86,660000
2,Dealer,Diesel,Manual,22.54,1396,88.73,940000
11,Individual,Diesel,Manual,12.8,2494,102.0,650000
6,Dealer,Petrol,Manual,18.0,1198,86.7,475000
9,Individual,Diesel,Manual,20.54,1598,103.6,375000
8,Dealer,Diesel,Manual,25.8,1498,98.6,375000
2,Individual,Petrol,Manual,21.21,1197,81.8,600000
8,Dealer,Diesel,Automatic,19.4,2143,204.0,1200000
2,Individual,Diesel,Manual,19.39,1461,108.0,1450000
3,Dealer,Petrol,Manual,17.4,1497,117.3,800000
5,Dealer,Diesel,Automatic,13.68,2393,147.51,1700000
8,Dealer,Diesel,Manual,21.14,1498,103.52,425000
8,Dealer,Diesel,Automatic,15.2,1968,140.8,1285000
4,Dealer,Diesel,Manual,16.0,2179,140.0,1575000
5,Dealer,Diesel,Manual,13.68,2393,147.8,1745000
13,Individual,Petrol,Manual,13.5,1799,130.0,350000
11,Individual,Diesel,Manual,23.0,1396,90.0,200000
5,Dealer,Petrol,Manual,18.16,1196,86.8,430000
9,Individual,Diesel,Manual,12.99,2494,100.0,780000
7,Individual,Diesel,Manual,25.2,1248,74.0,480000
12,Dealer,Petrol,Automatic,16.95,1197,78.9,235000
9,Individual,Petrol,Manual,18.6,1197,85.8,315000
8,Individual,Diesel,Manual,22.32,1582,126.32,800000
9,Individual,Diesel,Automatic,17.05,1995,184.0,1150000
5,Dealer,Diesel,Manual,24.0,1120,70.0,365000
6,Individual,Diesel,Manual,15.4,1997,120.0,900000
7,Dealer,Diesel,Manual,26.0,1498,98.6,505000
5,Individual,Diesel,Manual,14.1,2179,153.86,900000
